image,total_boxes,train_boxes,other_boxes
VAIPE_P_1167_2,6,1,5
VAIPE_P_1167_3,6,1,5
VAIPE_P_1167_4,6,1,5
VAIPE_P_1167_5,6,1,5
VAIPE_P_1167_6,6,1,5
VAIPE_P_1167_7,6,1,5
VAIPE_P_1168_0,3,1,2
VAIPE_P_1168_1,3,1,2
VAIPE_P_1168_2,3,1,2
VAIPE_P_1168_3,3,1,2
VAIPE_P_1168_4,3,1,2
VAIPE_P_1168_5,3,1,2
VAIPE_P_1169_0,5,5,0
VAIPE_P_1169_1,3,3,0
VAIPE_P_1169_2,3,3,0
VAIPE_P_1169_3,5,5,0
VAIPE_P_116_0,4,2,2
VAIPE_P_116_1,4,2,2
VAIPE_P_116_2,4,2,2
VAIPE_P_116_3,4,2,2
VAIPE_P_1170_0,4,2,2
VAIPE_P_1170_1,4,2,2
VAIPE_P_1170_2,4,2,2
VAIPE_P_1170_3,4,2,2
VAIPE_P_1171_0,3,0,3
VAIPE_P_117_0,3,2,1
VAIPE_P_117_1,3,2,1
VAIPE_P_117_2,3,2,1
VAIPE_P_117_3,3,2,1
VAIPE_P_117_4,3,2,1
VAIPE_P_117_5,3,2,1
VAIPE_P_117_6,3,2,1
VAIPE_P_117_7,3,2,1
VAIPE_P_118_10,2,2,0
VAIPE_P_118_11,2,2,0
VAIPE_P_118_12,2,2,0
VAIPE_P_118_14,2,2,0
VAIPE_P_118_15,2,2,0
VAIPE_P_118_16,2,2,0
VAIPE_P_118_20,2,2,0
VAIPE_P_118_21,2,2,0
VAIPE_P_118_23,2,2,0
VAIPE_P_118_24,2,2,0
VAIPE_P_118_25,2,2,0
VAIPE_P_118_26,2,2,0
VAIPE_P_118_27,2,2,0
VAIPE_P_118_28,2,2,0
VAIPE_P_118_29,2,2,0
VAIPE_P_118_30,2,2,0
VAIPE_P_118_32,2,2,0
VAIPE_P_118_37,2,2,0
VAIPE_P_118_4,2,2,0
VAIPE_P_118_40,2,2,0
VAIPE_P_118_6,2,2,0
VAIPE_P_118_7,2,2,0
VAIPE_P_119_0,4,4,0
VAIPE_P_119_1,4,4,0
VAIPE_P_119_3,4,4,0
VAIPE_P_119_5,3,3,0
VAIPE_P_119_8,3,3,0
VAIPE_P_120_0,3,3,0
VAIPE_P_120_2,3,3,0
VAIPE_P_120_3,3,3,0
VAIPE_P_120_4,3,3,0
VAIPE_P_120_6,4,4,0
VAIPE_P_120_7,4,4,0
VAIPE_P_120_8,4,4,0
VAIPE_P_121_0,2,2,0
VAIPE_P_121_1,2,2,0
VAIPE_P_121_2,2,2,0
VAIPE_P_121_3,2,2,0
VAIPE_P_122_0,2,2,0
VAIPE_P_122_1,2,2,0
VAIPE_P_122_2,2,2,0
VAIPE_P_122_3,2,2,0
VAIPE_P_123_0,4,2,2
VAIPE_P_123_1,4,2,2
VAIPE_P_123_10,4,2,2
VAIPE_P_123_11,4,2,2
VAIPE_P_123_2,4,2,2
VAIPE_P_123_3,4,2,2
VAIPE_P_123_4,4,2,2
VAIPE_P_123_5,4,2,2
VAIPE_P_123_6,4,2,2
VAIPE_P_123_7,4,2,2
VAIPE_P_123_8,4,2,2
VAIPE_P_123_9,4,2,2
VAIPE_P_124_0,5,5,0
VAIPE_P_124_1,5,5,0
VAIPE_P_124_10,3,3,0
VAIPE_P_124_11,5,5,0
VAIPE_P_124_12,5,5,0
VAIPE_P_124_13,3,3,0
VAIPE_P_124_14,3,3,0
VAIPE_P_124_15,5,5,0
VAIPE_P_124_2,5,5,0
VAIPE_P_124_3,5,5,0
VAIPE_P_124_4,3,3,0
VAIPE_P_124_5,3,3,0
VAIPE_P_124_6,3,3,0
VAIPE_P_124_7,3,3,0
VAIPE_P_124_8,5,5,0
VAIPE_P_124_9,3,3,0
VAIPE_P_125_0,2,0,2
VAIPE_P_125_1,2,0,2
VAIPE_P_125_10,2,0,2
VAIPE_P_125_11,2,0,2
VAIPE_P_125_12,2,0,2
VAIPE_P_125_13,2,0,2
VAIPE_P_125_14,2,0,2
VAIPE_P_125_15,2,0,2
VAIPE_P_125_16,2,0,2
VAIPE_P_125_17,2,0,2
VAIPE_P_125_18,2,0,2
VAIPE_P_125_19,2,0,2
VAIPE_P_125_2,2,0,2
VAIPE_P_125_20,2,0,2
VAIPE_P_125_21,2,0,2
VAIPE_P_125_3,2,0,2
VAIPE_P_125_4,2,0,2
VAIPE_P_125_5,2,0,2
VAIPE_P_125_6,2,0,2
VAIPE_P_125_7,2,0,2
VAIPE_P_125_8,2,0,2
VAIPE_P_125_9,2,0,2
VAIPE_P_126_0,5,2,3
VAIPE_P_126_1,7,2,5
VAIPE_P_126_10,5,2,3
VAIPE_P_126_11,5,1,4
VAIPE_P_126_12,5,1,4
VAIPE_P_126_13,4,1,3
VAIPE_P_126_14,5,2,3
VAIPE_P_126_15,5,2,3
VAIPE_P_126_16,5,1,4
VAIPE_P_126_17,5,1,4
VAIPE_P_126_2,5,2,3
VAIPE_P_126_3,5,2,3
VAIPE_P_126_4,5,2,3
VAIPE_P_126_5,5,2,3
VAIPE_P_126_6,7,2,5
VAIPE_P_126_7,5,2,3
VAIPE_P_126_8,4,1,3
VAIPE_P_126_9,5,2,3
VAIPE_P_127_0,5,2,3
VAIPE_P_127_1,5,2,3
VAIPE_P_127_10,5,2,3
VAIPE_P_127_11,5,2,3
VAIPE_P_127_12,5,2,3
VAIPE_P_127_13,5,2,3
VAIPE_P_127_14,5,2,3
VAIPE_P_127_15,5,2,3
VAIPE_P_127_16,5,2,3
VAIPE_P_127_2,5,2,3
VAIPE_P_127_3,5,2,3
VAIPE_P_127_4,5,2,3
VAIPE_P_127_5,5,2,3
VAIPE_P_127_6,5,2,3
VAIPE_P_127_7,5,2,3
VAIPE_P_127_8,5,2,3
VAIPE_P_127_9,5,2,3
VAIPE_P_128_0,4,3,1
VAIPE_P_128_1,4,3,1
VAIPE_P_128_2,4,3,1
VAIPE_P_128_3,4,3,1
VAIPE_P_129_0,8,3,5
VAIPE_P_129_1,8,3,5
VAIPE_P_129_2,8,3,5
VAIPE_P_129_3,8,3,5
VAIPE_P_129_4,8,3,5
VAIPE_P_129_5,8,3,5
VAIPE_P_129_6,8,3,5
VAIPE_P_129_7,8,3,5
VAIPE_P_130_0,2,2,0
VAIPE_P_130_1,2,2,0
VAIPE_P_131_1,2,2,0
VAIPE_P_131_2,2,2,0
VAIPE_P_132_2,2,2,0
VAIPE_P_132_3,2,2,0
VAIPE_P_132_4,2,2,0
VAIPE_P_132_5,2,2,0
VAIPE_P_132_6,2,2,0
VAIPE_P_136_0,4,4,0
VAIPE_P_136_1,4,4,0
VAIPE_P_136_2,3,3,0
VAIPE_P_136_3,4,4,0
VAIPE_P_136_4,4,4,0
VAIPE_P_136_5,3,3,0
VAIPE_P_136_6,2,2,0
VAIPE_P_136_7,3,3,0
VAIPE_P_136_8,3,3,0
VAIPE_P_137_0,2,2,0
VAIPE_P_137_1,2,0,2
VAIPE_P_137_2,2,0,2
VAIPE_P_137_3,2,2,0
VAIPE_P_137_4,2,2,0
VAIPE_P_137_5,2,0,2
VAIPE_P_137_6,2,2,0
VAIPE_P_137_7,2,0,2
VAIPE_P_137_8,2,2,0
VAIPE_P_137_9,2,2,0
VAIPE_P_138_0,2,1,1
VAIPE_P_138_1,2,1,1
VAIPE_P_138_10,2,1,1
VAIPE_P_138_11,2,1,1
VAIPE_P_138_12,2,1,1
VAIPE_P_138_13,2,1,1
VAIPE_P_138_14,2,1,1
VAIPE_P_138_15,2,1,1
VAIPE_P_138_16,2,1,1
VAIPE_P_138_17,2,1,1
VAIPE_P_138_18,2,1,1
VAIPE_P_138_19,2,1,1
VAIPE_P_138_2,2,1,1
VAIPE_P_138_20,2,1,1
VAIPE_P_138_21,2,1,1
VAIPE_P_138_22,2,1,1
VAIPE_P_138_23,2,1,1
VAIPE_P_138_24,2,1,1
VAIPE_P_138_25,2,1,1
VAIPE_P_138_26,2,1,1
VAIPE_P_138_27,2,1,1
VAIPE_P_138_28,2,1,1
VAIPE_P_138_29,2,1,1
VAIPE_P_138_3,2,1,1
VAIPE_P_138_4,2,1,1
VAIPE_P_138_5,2,1,1
VAIPE_P_138_6,2,1,1
VAIPE_P_138_7,2,1,1
VAIPE_P_138_8,2,1,1
VAIPE_P_138_9,2,1,1
VAIPE_P_139_0,9,3,6
VAIPE_P_139_1,7,3,4
VAIPE_P_139_2,9,3,6
VAIPE_P_139_3,7,3,4
VAIPE_P_139_4,7,3,4
VAIPE_P_139_5,9,3,6
VAIPE_P_139_6,7,3,4
VAIPE_P_139_7,9,3,6
VAIPE_P_140_0,3,0,3
VAIPE_P_140_1,3,0,3
VAIPE_P_140_2,3,0,3
VAIPE_P_140_3,3,0,3
VAIPE_P_141_0,6,6,0
VAIPE_P_141_1,6,6,0
VAIPE_P_141_2,7,7,0
VAIPE_P_142_0,2,1,1
VAIPE_P_142_1,2,1,1
VAIPE_P_143_0,2,1,1
VAIPE_P_143_1,2,1,1
VAIPE_P_144_0,2,1,1
VAIPE_P_144_1,2,1,1
VAIPE_P_144_10,2,1,1
VAIPE_P_144_11,2,1,1
VAIPE_P_144_12,2,1,1
VAIPE_P_144_13,2,1,1
VAIPE_P_144_14,2,1,1
VAIPE_P_144_15,2,1,1
VAIPE_P_144_16,2,1,1
VAIPE_P_144_17,2,1,1
VAIPE_P_144_18,2,1,1
VAIPE_P_144_19,2,1,1
VAIPE_P_144_2,2,1,1
VAIPE_P_144_20,2,1,1
VAIPE_P_144_21,2,1,1
VAIPE_P_144_22,2,1,1
VAIPE_P_144_23,2,1,1
VAIPE_P_144_24,2,1,1
VAIPE_P_144_25,2,1,1
VAIPE_P_144_26,2,1,1
VAIPE_P_144_27,2,1,1
VAIPE_P_144_28,2,1,1
VAIPE_P_144_29,2,1,1
VAIPE_P_144_3,2,1,1
VAIPE_P_144_30,2,1,1
VAIPE_P_144_31,2,1,1
VAIPE_P_144_32,2,1,1
VAIPE_P_144_33,2,1,1
VAIPE_P_144_34,2,1,1
VAIPE_P_144_35,2,1,1
VAIPE_P_144_36,2,1,1
VAIPE_P_144_37,2,1,1
VAIPE_P_144_38,2,1,1
VAIPE_P_144_39,2,1,1
VAIPE_P_144_4,2,1,1
VAIPE_P_144_40,2,1,1
VAIPE_P_144_41,2,1,1
VAIPE_P_144_42,2,1,1
VAIPE_P_144_43,2,1,1
VAIPE_P_144_44,2,1,1
VAIPE_P_144_45,2,1,1
VAIPE_P_144_46,2,1,1
VAIPE_P_144_47,2,1,1
VAIPE_P_144_48,2,1,1
VAIPE_P_144_49,2,1,1
VAIPE_P_144_5,2,1,1
VAIPE_P_144_50,2,1,1
VAIPE_P_144_51,2,1,1
VAIPE_P_144_52,2,1,1
VAIPE_P_144_53,2,1,1
VAIPE_P_144_54,2,1,1
VAIPE_P_144_55,2,1,1
VAIPE_P_144_56,2,1,1
VAIPE_P_144_57,2,1,1
VAIPE_P_144_6,2,1,1
VAIPE_P_144_7,2,1,1
VAIPE_P_144_8,2,1,1
VAIPE_P_144_9,2,1,1
VAIPE_P_145_12,2,2,0
VAIPE_P_145_14,2,2,0
VAIPE_P_145_18,2,2,0
VAIPE_P_145_21,2,2,0
VAIPE_P_145_23,2,2,0
VAIPE_P_145_4,2,2,0
VAIPE_P_145_8,2,2,0
VAIPE_P_145_9,2,2,0
VAIPE_P_146_0,3,1,2
VAIPE_P_146_1,3,1,2
VAIPE_P_146_10,3,1,2
VAIPE_P_146_11,3,1,2
VAIPE_P_146_12,2,0,2
VAIPE_P_146_13,3,1,2
VAIPE_P_146_14,2,0,2
VAIPE_P_146_15,2,0,2
VAIPE_P_146_16,3,1,2
VAIPE_P_146_17,3,1,2
VAIPE_P_146_18,2,0,2
VAIPE_P_146_19,3,1,2
VAIPE_P_146_2,2,0,2
VAIPE_P_146_20,3,1,2
VAIPE_P_146_21,3,1,2
VAIPE_P_146_3,2,0,2
VAIPE_P_146_4,3,1,2
VAIPE_P_146_5,2,0,2
VAIPE_P_146_6,2,0,2
VAIPE_P_146_7,2,0,2
VAIPE_P_146_8,2,0,2
VAIPE_P_146_9,2,0,2
VAIPE_P_147_0,2,2,0
VAIPE_P_147_1,2,2,0
VAIPE_P_147_2,2,2,0
VAIPE_P_147_3,2,2,0
VAIPE_P_148_0,4,2,2
VAIPE_P_149_0,3,1,2
VAIPE_P_150_0,4,2,2
VAIPE_P_151_0,2,2,0
VAIPE_P_152_0,4,2,2
VAIPE_P_152_1,4,2,2
VAIPE_P_153_0,3,1,2
VAIPE_P_153_1,2,2,0
VAIPE_P_153_2,3,1,2
VAIPE_P_153_3,2,0,2
VAIPE_P_153_4,2,1,1
VAIPE_P_155_1,2,2,0
VAIPE_P_165_0,4,3,1
VAIPE_P_165_1,4,3,1
VAIPE_P_166_0,2,2,0
VAIPE_P_166_1,4,4,0
VAIPE_P_166_10,4,4,0
VAIPE_P_166_11,4,4,0
VAIPE_P_166_12,4,4,0
VAIPE_P_166_13,2,2,0
VAIPE_P_166_14,4,4,0
VAIPE_P_166_15,4,4,0
VAIPE_P_166_16,2,2,0
VAIPE_P_166_17,2,2,0
VAIPE_P_166_18,2,2,0
VAIPE_P_166_19,2,2,0
VAIPE_P_166_2,4,4,0
VAIPE_P_166_20,2,2,0
VAIPE_P_166_21,4,4,0
VAIPE_P_166_22,4,4,0
VAIPE_P_166_23,4,4,0
VAIPE_P_166_24,4,4,0
VAIPE_P_166_25,4,4,0
VAIPE_P_166_26,4,4,0
VAIPE_P_166_27,2,2,0
VAIPE_P_166_28,4,4,0
VAIPE_P_166_29,2,2,0
VAIPE_P_166_3,4,4,0
VAIPE_P_166_4,4,4,0
VAIPE_P_166_5,4,4,0
VAIPE_P_166_6,4,4,0
VAIPE_P_166_7,4,4,0
VAIPE_P_166_8,4,4,0
VAIPE_P_166_9,2,2,0
VAIPE_P_167_0,4,2,2
VAIPE_P_167_1,4,2,2
VAIPE_P_167_10,4,2,2
VAIPE_P_167_11,4,2,2
VAIPE_P_167_12,4,2,2
VAIPE_P_167_13,4,2,2
VAIPE_P_167_14,4,2,2
VAIPE_P_167_15,4,2,2
VAIPE_P_167_2,4,2,2
VAIPE_P_167_3,4,2,2
VAIPE_P_167_4,4,2,2
VAIPE_P_167_5,4,2,2
VAIPE_P_167_6,4,2,2
VAIPE_P_167_7,4,2,2
VAIPE_P_167_8,4,2,2
VAIPE_P_167_9,4,2,2
VAIPE_P_168_0,3,1,2
VAIPE_P_168_1,3,1,2
VAIPE_P_168_10,3,1,2
VAIPE_P_168_15,3,1,2
VAIPE_P_168_17,3,1,2
VAIPE_P_168_2,3,1,2
VAIPE_P_168_20,3,1,2
VAIPE_P_168_21,3,1,2
VAIPE_P_168_22,3,1,2
VAIPE_P_168_23,3,1,2
VAIPE_P_168_24,3,1,2
VAIPE_P_168_26,3,1,2
VAIPE_P_168_30,3,1,2
VAIPE_P_168_33,3,1,2
VAIPE_P_168_36,3,1,2
VAIPE_P_168_37,3,1,2
VAIPE_P_168_38,3,1,2
VAIPE_P_168_39,3,1,2
VAIPE_P_168_4,3,1,2
VAIPE_P_168_42,3,1,2
VAIPE_P_168_44,3,1,2
VAIPE_P_168_48,3,1,2
VAIPE_P_168_49,3,1,2
VAIPE_P_168_51,3,1,2
VAIPE_P_168_53,3,1,2
VAIPE_P_168_54,3,1,2
VAIPE_P_168_55,3,1,2
VAIPE_P_168_56,3,1,2
VAIPE_P_168_59,3,1,2
VAIPE_P_168_8,3,1,2
VAIPE_P_169_0,5,5,0
VAIPE_P_169_1,5,5,0
VAIPE_P_169_2,5,5,0
VAIPE_P_169_3,5,5,0
VAIPE_P_169_4,5,5,0
VAIPE_P_170_0,5,5,0
VAIPE_P_170_1,5,5,0
VAIPE_P_170_2,5,5,0
VAIPE_P_170_3,5,5,0
VAIPE_P_170_4,5,5,0
VAIPE_P_171_0,5,5,0
VAIPE_P_171_1,5,5,0
VAIPE_P_171_2,5,5,0
VAIPE_P_171_3,5,5,0
VAIPE_P_171_4,5,5,0
VAIPE_P_172_1,2,2,0
VAIPE_P_173_0,2,2,0
VAIPE_P_174_0,2,2,0
VAIPE_P_175_0,2,2,0
VAIPE_P_175_1,2,2,0
VAIPE_P_176_1,2,2,0
VAIPE_P_177_1,2,2,0
VAIPE_P_178_2,2,2,0
VAIPE_P_178_3,2,2,0
VAIPE_P_179_10,3,3,0
VAIPE_P_179_2,3,3,0
VAIPE_P_179_4,3,3,0
VAIPE_P_179_9,3,3,0
VAIPE_P_180_0,4,2,2
VAIPE_P_180_1,4,2,2
VAIPE_P_180_10,4,2,2
VAIPE_P_180_11,2,2,0
VAIPE_P_180_12,2,2,0
VAIPE_P_180_13,2,2,0
VAIPE_P_180_14,4,2,2
VAIPE_P_180_15,2,2,0
VAIPE_P_180_16,2,2,0
VAIPE_P_180_17,4,2,2
VAIPE_P_180_18,2,2,0
VAIPE_P_180_19,4,2,2
VAIPE_P_180_2,4,2,2
VAIPE_P_180_20,2,2,0
VAIPE_P_180_21,4,2,2
VAIPE_P_180_22,4,2,2
VAIPE_P_180_23,4,2,2
VAIPE_P_180_24,4,2,2
VAIPE_P_180_25,4,2,2
VAIPE_P_180_26,2,2,0
VAIPE_P_180_27,2,2,0
VAIPE_P_180_28,4,2,2
VAIPE_P_180_29,4,2,2
VAIPE_P_180_3,4,2,2
VAIPE_P_180_30,2,2,0
VAIPE_P_180_31,4,2,2
VAIPE_P_180_32,2,2,0
VAIPE_P_180_33,4,2,2
VAIPE_P_180_34,2,2,0
VAIPE_P_180_35,2,2,0
VAIPE_P_180_36,4,2,2
VAIPE_P_180_37,2,2,0
VAIPE_P_180_38,2,2,0
VAIPE_P_180_39,4,2,2
VAIPE_P_180_4,2,2,0
VAIPE_P_180_40,4,2,2
VAIPE_P_180_41,4,2,2
VAIPE_P_180_42,2,2,0
VAIPE_P_180_5,4,2,2
VAIPE_P_180_6,2,2,0
VAIPE_P_180_7,2,2,0
VAIPE_P_180_8,2,2,0
VAIPE_P_180_9,2,2,0
VAIPE_P_181_1,3,2,1
VAIPE_P_181_10,3,2,1
VAIPE_P_181_11,3,2,1
VAIPE_P_181_12,3,2,1
VAIPE_P_181_13,3,2,1
VAIPE_P_181_15,3,2,1
VAIPE_P_181_17,3,2,1
VAIPE_P_181_18,3,2,1
VAIPE_P_181_3,3,2,1
VAIPE_P_181_4,3,2,1
VAIPE_P_181_6,3,2,1
VAIPE_P_181_8,3,2,1
VAIPE_P_181_9,3,2,1
VAIPE_P_182_0,2,2,0
VAIPE_P_182_1,2,2,0
VAIPE_P_182_10,4,4,0
VAIPE_P_182_11,2,2,0
VAIPE_P_182_12,4,4,0
VAIPE_P_182_13,4,4,0
VAIPE_P_182_14,2,2,0
VAIPE_P_182_15,4,4,0
VAIPE_P_182_16,4,4,0
VAIPE_P_182_17,4,4,0
VAIPE_P_182_2,4,4,0
VAIPE_P_182_3,4,4,0
VAIPE_P_182_4,4,4,0
VAIPE_P_182_5,2,2,0
VAIPE_P_182_6,4,4,0
VAIPE_P_182_7,2,2,0
VAIPE_P_182_8,4,4,0
VAIPE_P_182_9,4,4,0
VAIPE_P_183_0,2,2,0
VAIPE_P_183_1,2,2,0
VAIPE_P_183_2,2,2,0
VAIPE_P_183_3,2,2,0
VAIPE_P_183_4,3,3,0
VAIPE_P_183_5,2,2,0
VAIPE_P_183_6,3,3,0
VAIPE_P_183_7,2,2,0
VAIPE_P_183_8,2,2,0
VAIPE_P_184_0,2,2,0
VAIPE_P_184_1,2,2,0
VAIPE_P_184_2,2,2,0
VAIPE_P_184_3,2,2,0
VAIPE_P_184_4,3,3,0
VAIPE_P_184_5,3,3,0
VAIPE_P_184_6,2,2,0
VAIPE_P_184_7,3,3,0
VAIPE_P_184_8,3,3,0
VAIPE_P_185_0,3,1,2
VAIPE_P_185_1,3,1,2
VAIPE_P_185_10,3,1,2
VAIPE_P_185_11,3,1,2
VAIPE_P_185_12,3,1,2
VAIPE_P_185_13,3,1,2
VAIPE_P_185_14,3,1,2
VAIPE_P_185_15,3,1,2
VAIPE_P_185_16,3,1,2
VAIPE_P_185_17,3,1,2
VAIPE_P_185_18,3,1,2
VAIPE_P_185_19,3,1,2
VAIPE_P_185_2,3,1,2
VAIPE_P_185_20,3,1,2
VAIPE_P_185_21,3,1,2
VAIPE_P_185_22,3,1,2
VAIPE_P_185_23,3,1,2
VAIPE_P_185_24,3,1,2
VAIPE_P_185_25,3,1,2
VAIPE_P_185_26,3,1,2
VAIPE_P_185_27,3,1,2
VAIPE_P_185_28,3,1,2
VAIPE_P_185_29,3,1,2
VAIPE_P_185_3,3,1,2
VAIPE_P_185_30,3,1,2
VAIPE_P_185_31,3,1,2
VAIPE_P_185_32,3,1,2
VAIPE_P_185_33,3,1,2
VAIPE_P_185_34,3,1,2
VAIPE_P_185_35,3,1,2
VAIPE_P_185_36,3,1,2
VAIPE_P_185_37,3,1,2
VAIPE_P_185_38,3,1,2
VAIPE_P_185_39,3,1,2
VAIPE_P_185_4,3,1,2
VAIPE_P_185_40,3,1,2
VAIPE_P_185_41,3,1,2
VAIPE_P_185_42,3,1,2
VAIPE_P_185_43,3,1,2
VAIPE_P_185_44,3,1,2
VAIPE_P_185_45,3,1,2
VAIPE_P_185_46,3,1,2
VAIPE_P_185_47,3,1,2
VAIPE_P_185_48,3,1,2
VAIPE_P_185_49,3,1,2
VAIPE_P_185_5,3,1,2
VAIPE_P_185_50,3,1,2
VAIPE_P_185_51,3,1,2
VAIPE_P_185_52,3,1,2
VAIPE_P_185_53,3,1,2
VAIPE_P_185_54,3,1,2
VAIPE_P_185_55,2,1,1
VAIPE_P_185_56,3,1,2
VAIPE_P_185_57,3,1,2
VAIPE_P_185_58,3,1,2
VAIPE_P_185_59,2,0,2
VAIPE_P_185_6,3,1,2
VAIPE_P_185_7,3,1,2
VAIPE_P_185_8,3,1,2
VAIPE_P_185_9,3,1,2
VAIPE_P_186_0,6,4,2
VAIPE_P_186_1,6,4,2
VAIPE_P_186_10,11,5,6
VAIPE_P_186_11,11,5,6
VAIPE_P_186_2,6,4,2
VAIPE_P_186_3,6,4,2
VAIPE_P_186_4,6,4,2
VAIPE_P_186_5,6,4,2
VAIPE_P_186_6,6,4,2
VAIPE_P_186_7,11,5,6
VAIPE_P_186_8,6,4,2
VAIPE_P_186_9,11,5,6
VAIPE_P_187_0,4,4,0
VAIPE_P_187_1,4,4,0
VAIPE_P_187_2,4,4,0
VAIPE_P_187_3,4,4,0
VAIPE_P_187_4,4,4,0
VAIPE_P_187_5,4,4,0
VAIPE_P_187_6,4,4,0
VAIPE_P_187_7,4,4,0
VAIPE_P_188_0,2,1,1
VAIPE_P_188_1,2,1,1
VAIPE_P_188_10,2,1,1
VAIPE_P_188_11,2,1,1
VAIPE_P_188_12,2,1,1
VAIPE_P_188_13,2,1,1
VAIPE_P_188_14,2,1,1
VAIPE_P_188_15,2,1,1
VAIPE_P_188_16,2,1,1
VAIPE_P_188_17,2,1,1
VAIPE_P_188_18,2,1,1
VAIPE_P_188_19,2,1,1
VAIPE_P_188_2,2,1,1
VAIPE_P_188_3,2,1,1
VAIPE_P_188_4,2,1,1
VAIPE_P_188_5,2,1,1
VAIPE_P_188_6,2,1,1
VAIPE_P_188_7,2,1,1
VAIPE_P_188_8,2,1,1
VAIPE_P_188_9,2,1,1
VAIPE_P_189_0,2,2,0
VAIPE_P_189_1,2,2,0
VAIPE_P_189_2,2,2,0
VAIPE_P_189_3,2,2,0
VAIPE_P_190_0,4,3,1
VAIPE_P_190_1,2,2,0
VAIPE_P_190_10,2,2,0
VAIPE_P_190_11,4,3,1
VAIPE_P_190_12,2,2,0
VAIPE_P_190_13,2,2,0
VAIPE_P_190_14,4,3,1
VAIPE_P_190_15,2,2,0
VAIPE_P_190_16,4,3,1
VAIPE_P_190_17,4,3,1
VAIPE_P_190_18,4,3,1
VAIPE_P_190_19,4,3,1
VAIPE_P_190_2,4,3,1
VAIPE_P_190_20,2,2,0
VAIPE_P_190_21,4,3,1
VAIPE_P_190_22,4,3,1
VAIPE_P_190_23,2,2,0
VAIPE_P_190_24,4,3,1
VAIPE_P_190_25,4,3,1
VAIPE_P_190_26,4,3,1
VAIPE_P_190_27,4,3,1
VAIPE_P_190_28,4,3,1
VAIPE_P_190_29,4,3,1
VAIPE_P_190_3,2,2,0
VAIPE_P_190_4,2,2,0
VAIPE_P_190_5,4,3,1
VAIPE_P_190_6,2,2,0
VAIPE_P_190_7,4,3,1
VAIPE_P_190_8,4,3,1
VAIPE_P_190_9,4,3,1
VAIPE_P_191_0,4,2,2
VAIPE_P_191_1,4,2,2
VAIPE_P_192_1,4,4,0
VAIPE_P_192_2,5,5,0
VAIPE_P_192_3,4,4,0
VAIPE_P_192_4,4,4,0
VAIPE_P_192_5,4,4,0
VAIPE_P_192_6,4,4,0
VAIPE_P_192_7,4,4,0
VAIPE_P_192_9,4,4,0
VAIPE_P_193_0,4,4,0
VAIPE_P_193_1,5,5,0
VAIPE_P_193_2,5,5,0
VAIPE_P_193_3,4,4,0
VAIPE_P_193_4,4,4,0
VAIPE_P_194_1,4,4,0
VAIPE_P_194_3,5,5,0
VAIPE_P_194_4,4,4,0
VAIPE_P_195_2,3,3,0
VAIPE_P_195_4,2,2,0
VAIPE_P_196_1,2,2,0
VAIPE_P_196_2,4,4,0
VAIPE_P_197_0,3,3,0
VAIPE_P_197_2,2,2,0
VAIPE_P_197_3,2,2,0
VAIPE_P_198_0,2,2,0
VAIPE_P_198_2,2,2,0
VAIPE_P_198_4,2,2,0
VAIPE_P_198_5,2,2,0
VAIPE_P_199_0,2,2,0
VAIPE_P_199_1,2,2,0
VAIPE_P_199_2,3,3,0
VAIPE_P_199_4,4,4,0
VAIPE_P_199_5,2,2,0
VAIPE_P_1_1,3,3,0
VAIPE_P_1_11,2,2,0
VAIPE_P_1_12,2,2,0
VAIPE_P_1_13,3,3,0
VAIPE_P_1_15,3,3,0
VAIPE_P_1_18,2,2,0
VAIPE_P_1_19,2,2,0
VAIPE_P_1_20,3,3,0
VAIPE_P_1_21,2,2,0
VAIPE_P_1_23,3,3,0
VAIPE_P_1_24,3,3,0
VAIPE_P_1_26,2,2,0
VAIPE_P_1_29,3,3,0
VAIPE_P_1_3,3,3,0
VAIPE_P_1_31,2,2,0
VAIPE_P_1_33,2,2,0
VAIPE_P_1_35,3,3,0
VAIPE_P_1_36,3,3,0
VAIPE_P_1_6,2,2,0
VAIPE_P_1_7,2,2,0
VAIPE_P_200_0,3,3,0
VAIPE_P_200_1,3,3,0
VAIPE_P_200_2,3,3,0
VAIPE_P_200_3,2,2,0
VAIPE_P_201_0,3,3,0
VAIPE_P_201_1,3,3,0
VAIPE_P_201_2,3,3,0
VAIPE_P_201_3,3,3,0
VAIPE_P_201_4,2,2,0
VAIPE_P_201_5,3,3,0
VAIPE_P_201_6,3,3,0
VAIPE_P_201_7,3,3,0
VAIPE_P_202_0,3,3,0
VAIPE_P_202_1,3,3,0
VAIPE_P_202_2,3,3,0
VAIPE_P_202_3,3,3,0
VAIPE_P_202_4,3,3,0
VAIPE_P_202_5,3,3,0
VAIPE_P_202_6,3,3,0
VAIPE_P_202_7,3,3,0
VAIPE_P_202_8,3,3,0
VAIPE_P_202_9,3,3,0
VAIPE_P_203_0,8,6,2
VAIPE_P_204_0,5,3,2
VAIPE_P_205_0,3,3,0
VAIPE_P_205_2,3,3,0
VAIPE_P_206_0,3,3,0
VAIPE_P_207_1,3,3,0
VAIPE_P_207_2,3,3,0
VAIPE_P_207_3,3,3,0
VAIPE_P_208_0,3,3,0
VAIPE_P_208_2,3,3,0
VAIPE_P_208_4,3,3,0
VAIPE_P_208_5,3,3,0
VAIPE_P_208_7,3,3,0
VAIPE_P_209_0,2,2,0
